State,County,Poverty Estimate,Poverty Percent
Alabama,Autauga,"6,242",11.2
Alabama,Baldwin,"20,189",8.9
Alabama,Barbour,"5,548",25.5
Alabama,Bibb,"3,549",17.8
Alabama,Blount,"7,525",13.1
Alabama,Bullock,"2,552",30.8
Alabama,Butler,"3,954",20.6
Alabama,Calhoun,"15,915",14.5
Alabama,Chambers,"5,266",16.3
Alabama,Cherokee,"3,827",14.7
Alabama,Chilton,"6,094",13.9
Alabama,Choctaw,"2,506",20.4
Alabama,Clarke,"4,471",19.5
Alabama,Clay,"1,818",14.2
Alabama,Cleburne,"2,099",14.2
Alabama,Coffee,"7,303",13.9
Alabama,Colbert,"7,864",14.4
Alabama,Conecuh,"2,701",22.9
Alabama,Coosa,"1,808",17.4
Alabama,Covington,"6,219",17.1
Alabama,Crenshaw,"2,262",16.8
Alabama,Cullman,"10,381",12.5
Alabama,Dale,"7,440",15.5
Alabama,Dallas,"9,471",26.7
Alabama,DeKalb,"10,778",15.2
Alabama,Elmore,"8,972",11.5
Alabama,Escambia,"6,892",20.4
Alabama,Etowah,"15,650",15.6
Alabama,Fayette,"2,640",16.5
Alabama,Franklin,"5,357",17.2
Alabama,Geneva,"5,492",21.0
Alabama,Greene,"2,210",27.9
Alabama,Hale,"3,166",21.9
Alabama,Henry,"2,743",16.2
Alabama,Houston,"15,534",14.8
Alabama,Jackson,"7,777",15.3
Alabama,Jefferson,"92,310",14.4
Alabama,Lamar,"2,348",17.4
Alabama,Lauderdale,"12,630",13.9
Alabama,Lawrence,"5,005",15.4
Alabama,Lee,"28,901",17.9
Alabama,Limestone,"10,285",10.4
Alabama,Lowndes,"2,083",21.9
Alabama,Macon,"4,543",27.9
Alabama,Madison,"39,100",10.5
Alabama,Marengo,"3,370",18.3
Alabama,Marion,"4,843",16.8
Alabama,Marshall,"14,754",15.4
Alabama,Mobile,"71,398",17.6
Alabama,Monroe,"4,552",22.5
Alabama,Montgomery,"44,058",20.4
Alabama,Morgan,"16,995",14.4
Alabama,Perry,"2,443",30.7
Alabama,Pickens,"4,050",22.7
Alabama,Pike,"6,101",19.7
Alabama,Randolph,"3,933",17.5
Alabama,Russell,"11,702",20.3
Alabama,St. Clair,"9,384",10.5
Alabama,Shelby,"15,227",7.0
Alabama,Sumter,"3,338",29.2
Alabama,Talladega,"12,958",16.9
Alabama,Tallapoosa,"6,004",15.2
Alabama,Tuscaloosa,"28,776",14.4
Alabama,Walker,"10,219",16.4
Alabama,Washington,"2,769",17.5
Alabama,Wilcox,"2,240",22.2
Alabama,Winston,"4,036",17.4
Alaska,Aleutians East Borough,514,15.1
Alaska,Aleutians West Census Area,443,8.1
Alaska,Anchorage Borough,"23,200",8.3
Alaska,Bethel Census Area,"4,567",25.3
Alaska,Bristol Bay Borough,82,10.7
Alaska,Chugach Census Area,441,7.0
Alaska,Copper River Census Area,368,12.7
Alaska,Denali Borough,127,6.4
Alaska,Dillingham Census Area,894,18.7
Alaska,Fairbanks North Star Borough,"6,565",7.2
Alaska,Haines Borough,251,9.6
Alaska,Hoonah-Angoon Census Area,271,12.7
Alaska,Juneau Borough,"2,510",8.1
Alaska,Kenai Peninsula Borough,"6,171",10.6
Alaska,Ketchikan Gateway Borough,"1,127",8.3
Alaska,Kodiak Island Borough,957,7.5
Alaska,Kusilvak Census Area,"2,305",27.9
Alaska,Lake and Peninsula Borough,261,17.6
Alaska,Matanuska-Susitna Borough,"9,365",8.7
Alaska,Nome Census Area,"1,825",18.8
Alaska,North Slope Borough,"1,025",11.1
Alaska,Northwest Arctic Borough,"1,397",18.5
Alaska,Petersburg Borough,242,7.4
Alaska,Prince of Wales-Hyder Census Area,975,15.9
Alaska,Sitka Borough,609,7.4
Alaska,Skagway Municipality,45,3.8
Alaska,Southeast Fairbanks Census Area,805,11.7
Alaska,Wrangell City and Borough,264,10.6
Alaska,Yakutat Borough,79,12.4
Alaska,Yukon-Koyukuk Census Area,"1,029",20.5
Arizona,Apache,"22,939",32.4
Arizona,Cochise,"17,815",14.6
Arizona,Coconino,"22,540",17.2
Arizona,Gila,"8,911",16.7
Arizona,Graham,"5,523",15.2
Arizona,Greenlee,776,8.4
Arizona,La Paz,"4,405",20.8
Arizona,Maricopa,"520,797",11.6
Arizona,Mohave,"32,550",15.3
Arizona,Navajo,"25,532",23.3
Arizona,Pima,"154,790",14.9
Arizona,Pinal,"50,810",11.1
Arizona,Santa Cruz,"7,810",16.8
Arizona,Yavapai,"25,610",10.8
Arizona,Yuma,"31,745",15.2
Arkansas,Arkansas,"448,665",15.2
Arkansas,Arkansas,"2,940",17.2
Arkansas,Ashley,"3,279",17.1
Arkansas,Baxter,"6,013",14.4
Arkansas,Benton,"25,970",9.1
Arkansas,Boone,"5,255",14.1
Arkansas,Bradley,"2,156",20.6
Arkansas,Calhoun,798,16.2
Arkansas,Carroll,"3,935",14.1
Arkansas,Chicot,"2,467",26.8
Arkansas,Clark,"3,830",20.1
Arkansas,Clay,"2,577",18.1
Arkansas,Cleburne,"3,563",14.5
Arkansas,Cleveland,"1,086",13.8
Arkansas,Columbia,"3,857",18.3
Arkansas,Conway,"3,273",15.8
Arkansas,Craighead,"18,130",16.8
Arkansas,Crawford,"9,012",14.4
Arkansas,Crittenden,"10,671",22.9
Arkansas,Cross,"3,357",21.2
Arkansas,Dallas,"1,244",19.5
Arkansas,Desha,"2,507",22.8
Arkansas,Drew,"3,152",18.4
Arkansas,Faulkner,"14,653",12.0
Arkansas,Franklin,"2,692",15.3
Arkansas,Fulton,"2,077",17.0
Arkansas,Garland,"15,359",15.7
Arkansas,Grant,"1,809",9.9
Arkansas,Greene,"7,696",17.1
Arkansas,Hempstead,"3,914",18.7
Arkansas,Hot Spring,"4,709",14.9
Arkansas,Howard,"2,150",16.7
Arkansas,Independence,"5,499",15.0
Arkansas,Izard,"2,539",20.1
Arkansas,Jackson,"3,344",23.1
Arkansas,Jefferson,"11,303",18.9
Arkansas,Johnson,"4,465",17.3
Arkansas,Lafayette,"1,289",19.8
Arkansas,Lawrence,"3,006",19.2
Arkansas,Lee,"2,527",36.8
Arkansas,Lincoln,"2,223",23.6
Arkansas,Little River,"1,943",16.2
Arkansas,Logan,"3,308",15.8
Arkansas,Lonoke,"7,974",10.9
Arkansas,Madison,"2,797",16.9
Arkansas,Marion,"3,165",19.1
Arkansas,Miller,"8,050",19.2
Arkansas,Mississippi,"8,235",21.0
Arkansas,Monroe,"1,543",23.8
Arkansas,Montgomery,"1,666",18.8
Arkansas,Nevada,"1,512",19.1
Arkansas,Newton,"1,406",18.7
Arkansas,Ouachita,"4,669",20.5
Arkansas,Perry,"1,506",14.7
Arkansas,Phillips,"3,767",22.1
Arkansas,Pike,"1,932",18.6
Arkansas,Poinsett,"4,857",21.2
Arkansas,Polk,"3,538",18.1
Arkansas,Pope,"8,552",14.1
Arkansas,Prairie,"1,137",14.5
Arkansas,Pulaski,"59,031",15.3
Arkansas,Randolph,"2,912",16.3
Arkansas,St. Francis,"6,199",30.1
Arkansas,Saline,"10,057",8.2
Arkansas,Scott,"1,756",17.5
Arkansas,Searcy,"1,732",22.3
Arkansas,Sebastian,"21,137",16.8
Arkansas,Sevier,"2,755",16.7
Arkansas,Sharp,"3,110",18.1
Arkansas,Stone,"2,513",20.1
Arkansas,Union,"6,381",16.9
Arkansas,Van Buren,"2,674",16.4
Arkansas,Washington,"30,994",13.2
Arkansas,White,"11,176",14.8
Arkansas,Woodruff,"1,386",22.6
Arkansas,Yell,"2,971",14.3
California,Alameda,"139,636",8.6
California,Alpine,159,14.3
California,Amador,"3,678",10.3
California,Butte,"35,963",17.3
California,Calaveras,"5,310",11.6
California,Colusa,"2,200",10.3
California,Contra Costa,"82,136",7.2
California,Del Norte,"4,604",18.5
California,El Dorado,"15,992",8.4
California,Fresno,"168,153",17.1
California,Glenn,"3,470",12.4
California,Humboldt,"20,847",15.8
California,Imperial,"31,134",18.1
California,Inyo,"1,940",10.9
California,Kern,"159,609",18.3
California,Kings,"19,874",14.5
California,Lake,"10,131",15.9
California,Lassen,"3,555",15.5
California,Los Angeles,"1,289,368",13.2
California,Madera,"21,211",14.1
California,Marin,"15,119",6.0
California,Mariposa,"2,258",13.3
California,Mendocino,"12,099",14.3
California,Merced,"44,302",16.3
California,Modoc,"1,529",17.9
California,Mono,"1,285",9.0
California,Monterey,"47,870",11.6
California,Napa,"10,356",7.9
California,Nevada,"9,040",9.2
California,Orange,"280,128",9.0
California,Placer,"25,815",6.5
California,Plumas,"2,509",13.5
California,Riverside,"275,176",11.2
California,Sacramento,"192,386",12.5
California,San Benito,"5,025",7.9
California,San Bernardino,"308,021",14.3
California,San Diego,"306,807",9.5
California,San Francisco,"85,356",10.0
California,San Joaquin,"104,295",13.9
California,San Luis Obispo,"28,338",10.6
California,San Mateo,"41,158",5.5
California,Santa Barbara,"44,777",10.5
California,Santa Clara,"123,516",6.6
California,Santa Cruz,"27,524",10.7
California,Shasta,"24,570",13.9
California,Sierra,331,11.5
California,Siskiyou,"6,086",14.3
California,Solano,"40,283",9.3
California,Sonoma,"37,609",7.8
California,Stanislaus,"70,568",13.0
California,Sutter,"10,984",11.5
California,Tehama,"8,467",13.3
California,Trinity,"2,162",18.0
California,Tulare,"79,348",17.1
California,Tuolumne,"6,158",12.1
California,Ventura,"75,060",9.1
California,Yolo,"31,066",14.8
California,Yuba,"12,816",16.3
Colorado,Adams,"48,180",9.4
Colorado,Alamosa,"2,563",16.7
Colorado,Arapahoe,"45,760",7.0
Colorado,Archuleta,"1,319",9.4
Colorado,Baca,585,16.9
Colorado,Bent,"1,033",26.6
Colorado,Boulder,"30,205",9.5
Colorado,Broomfield,"2,983",4.2
Colorado,Chaffee,"1,844",9.6
Colorado,Cheyenne,214,12.3
Colorado,Clear Creek,695,7.3
Colorado,Conejos,"1,422",17.6
Colorado,Costilla,854,21.8
Colorado,Crowley,"1,118",37.2
Colorado,Custer,611,12.2
Colorado,Delta,"3,690",12.1
Colorado,Denver,"89,598",12.4
Colorado,Dolores,262,12.5
Colorado,Douglas,"10,942",3.0
Colorado,Eagle,"3,517",6.4
Colorado,Elbert,"1,304",4.8
Colorado,El Paso,"64,656",9.1
Colorado,Fremont,"6,083",15.2
Colorado,Garfield,"3,965",6.7
Colorado,Gilpin,408,6.6
Colorado,Grand,"1,071",6.8
Colorado,Gunnison,"1,595",9.6
Colorado,Hinsdale,58,7.2
Colorado,Huerfano,"1,337",19.9
Colorado,Jackson,161,11.6
Colorado,Jefferson,"34,963",6.1
Colorado,Kiowa,173,12.0
Colorado,Kit Carson,764,10.8
Colorado,Lake,831,10.6
Colorado,La Plata,"5,447",10.0
Colorado,Larimer,"34,579",9.9
Colorado,Las Animas,"2,245",16.4
Colorado,Lincoln,727,15.6
Colorado,Logan,"2,420",13.1
Colorado,Mesa,"16,752",11.1
Colorado,Mineral,67,8.7
Colorado,Moffat,"1,290",9.9
Colorado,Montezuma,"3,374",12.9
Colorado,Montrose,"4,477",10.4
Colorado,Morgan,"2,969",10.5
Colorado,Otero,"3,116",17.6
Colorado,Ouray,333,6.7
Colorado,Park,"1,476",7.8
Colorado,Phillips,440,10.2
Colorado,Pitkin,"1,136",6.4
Colorado,Prowers,"1,910",16.2
Colorado,Pueblo,"23,367",14.1
Colorado,Rio Blanco,597,9.8
Colorado,Rio Grande,"1,475",13.3
Colorado,Routt,"1,595",6.3
Colorado,Saguache,"1,284",18.6
Colorado,San Juan,84,11.3
Colorado,San Miguel,611,7.6
Colorado,Sedgwick,294,13.2
Colorado,Summit,"1,866",6.1
Colorado,Teller,"1,856",7.3
Colorado,Washington,551,11.8
Colorado,Weld,"29,123",8.9
Colorado,Yuma,"1,124",11.5
Connecticut,Fairfield,"81,309",8.8
Connecticut,Hartford,"92,518",10.7
Connecticut,Litchfield,"13,160",7.4
Connecticut,Middlesex,"12,020",7.7
Connecticut,New Haven,"92,869",11.2
Connecticut,New London,"20,478",8.0
Connecticut,Tolland,"9,362",6.9
Connecticut,Windham,"11,719",10.4
Delaware,Delaware,"104,400",10.9
Delaware,Kent,"23,168",13.0
Delaware,New Castle,"55,026",10.1
Delaware,Sussex,"26,206",11.0
District of Columbia,District of Columbia,"101,959",15.0
District of Columbia,District of Columbia,"101,959",15.0
Florida,Alachua,"44,315",17.2
Florida,Baker,"3,416",12.8
Florida,Bay,"20,719",12.4
Florida,Bradford,"4,242",17.5
Florida,Brevard,"59,282",9.9
Florida,Broward,"214,119",11.0
Florida,Calhoun,"2,512",20.3
Florida,Charlotte,"18,781",9.8
Florida,Citrus,"18,933",12.6
Florida,Clay,"19,482",8.9
Florida,Collier,"39,254",10.1
Florida,Columbia,"10,444",15.6
Florida,DeSoto,"7,387",20.8
Florida,Dixie,"3,538",23.2
Florida,Duval,"143,438",15.2
Florida,Escambia,"41,047",13.5
Florida,Flagler,"11,058",9.4
Florida,Franklin,"1,998",19.1
Florida,Gadsden,"9,356",21.9
Florida,Gilchrist,"2,555",14.5
Florida,Glades,"2,302",18.1
Florida,Gulf,"1,977",15.1
Florida,Hamilton,"2,846",24.2
Florida,Hardee,"5,373",21.2
Florida,Hendry,"9,651",22.9
Florida,Hernando,"24,571",12.5
Florida,Highlands,"16,905",16.1
Florida,Hillsborough,"175,650",11.9
Florida,Holmes,"3,651",20.5
Florida,Indian River,"13,959",8.7
Florida,Jackson,"7,738",19.5
Florida,Jefferson,"2,281",17.2
Florida,Lafayette,"1,494",20.7
Florida,Lake,"34,282",9.2
Florida,Lee,"81,863",10.5
Florida,Leon,"49,598",17.6
Florida,Levy,"7,055",16.9
Florida,Liberty,"1,342",21.2
Florida,Madison,"3,969",23.8
Florida,Manatee,"44,512",10.9
Florida,Marion,"55,608",15.3
Florida,Martin,"17,627",11.1
Florida,Miami-Dade,"399,797",15.0
Florida,Monroe,"7,404",10.2
Florida,Nassau,"7,348",8.1
Florida,Okaloosa,"19,813",9.6
Florida,Okeechobee,"6,933",17.7
Florida,Orange,"174,206",12.7
Florida,Osceola,"45,150",11.8
Florida,Palm Beach,"178,480",12.0
Florida,Pasco,"64,340",11.4
Florida,Pinellas,"106,309",11.1
Florida,Polk,"104,836",14.4
Florida,Putnam,"17,792",24.3
Florida,St. Johns,"22,314",8.1
Florida,St. Lucie,"45,996",13.8
Florida,Santa Rosa,"17,152",9.4
Florida,Sarasota,"37,949",8.7
Florida,Seminole,"37,499",8.0
Florida,Sumter,"16,128",12.3
Florida,Suwannee,"7,489",17.7
Florida,Taylor,"3,680",19.3
Florida,Union,"2,139",20.7
Florida,Volusia,"63,322",11.6
Florida,Wakulla,"3,204",10.3
Florida,Walton,"8,470",11.4
Florida,Washington,"4,763",20.4
Goergia,Appling,"3,550",19.9
Goergia,Atkinson,"1,801",21.6
Goergia,Bacon,"2,261",21.1
Goergia,Baker,701,23.7
Goergia,Baldwin,"8,910",22.6
Goergia,Banks,"2,245",11.6
Goergia,Barrow,"8,629",10.1
Goergia,Bartow,"10,991",10.2
Goergia,Ben Hill,"3,636",22.3
Goergia,Berrien,"3,610",18.9
Goergia,Bibb,"40,946",28.0
Goergia,Bleckley,"2,134",18.5
Goergia,Brantley,"3,386",17.8
Goergia,Brooks,"3,140",20.6
Goergia,Bryan,"3,249",8.0
Goergia,Bulloch,"15,342",20.7
Goergia,Burke,"4,455",20.0
Goergia,Butts,"4,651",20.8
Goergia,Calhoun,"1,555",34.4
Goergia,Camden,"5,021",9.4
Goergia,Candler,"2,143",20.1
Goergia,Carroll,"19,693",16.8
Goergia,Catoosa,"6,796",10.1
Goergia,Charlton,"2,781",25.5
Goergia,Chatham,"43,011",15.6
Goergia,Chattahoochee,"1,222",15.6
Goergia,Chattooga,"4,431",18.8
Goergia,Cherokee,"17,630",6.7
Goergia,Clarke,"28,845",24.6
Goergia,Clay,675,24.1
Goergia,Clayton,"48,136",16.8
Goergia,Clinch,"1,326",20.4
Goergia,Cobb,"69,097",9.2
Goergia,Coffee,"9,184",23.1
Goergia,Colquitt,"9,078",20.4
Goergia,Columbia,"10,629",6.7
Goergia,Cook,"3,340",19.5
Goergia,Coweta,"12,862",8.6
Goergia,Crawford,"1,941",16.1
Goergia,Crisp,"5,282",24.5
Goergia,Dade,"1,954",13.0
Goergia,Dawson,"2,332",8.7
Goergia,Decatur,"6,495",25.6
Goergia,DeKalb,"118,345",15.8
Goergia,Dodge,"3,980",21.4
Goergia,Dooly,"3,040",27.0
Goergia,Dougherty,"22,686",27.4
Goergia,Douglas,"16,770",11.5
Goergia,Early,"2,371",24.0
Goergia,Echols,821,20.6
Goergia,Effingham,"5,293",8.1
Goergia,Elbert,"4,528",23.8
Goergia,Emanuel,"5,584",26.4
Goergia,Evans,"2,002",19.6
Goergia,Fannin,"4,111",15.6
Goergia,Fayette,"6,079",5.3
Goergia,Floyd,"17,472",18.4
Goergia,Forsyth,"12,669",5.1
Goergia,Franklin,"3,708",16.3
Goergia,Fulton,"136,220",13.0
Goergia,Gilmer,"4,437",14.0
Goergia,Glascock,447,15.5
Goergia,Glynn,"13,107",15.5
Goergia,Gordon,"6,829",11.8
Goergia,Grady,"4,527",18.7
Goergia,Greene,"2,849",15.3
Goergia,Gwinnett,"97,747",10.4
Goergia,Habersham,"5,963",13.7
Goergia,Hall,"25,886",12.7
Goergia,Hancock,"2,202",30.7
Goergia,Haralson,"4,633",15.5
Goergia,Harris,"3,195",9.0
Goergia,Hart,"3,711",14.4
Goergia,Heard,"1,938",16.4
Goergia,Henry,"20,755",8.7
Goergia,Houston,"17,041",10.8
Goergia,Irwin,"1,720",20.9
Goergia,Jackson,"6,883",9.1
Goergia,Jasper,"2,015",14.0
Goergia,Jeff Davis,"3,003",20.0
Goergia,Jefferson,"3,101",21.1
Goergia,Jenkins,"2,111",28.0
Goergia,Johnson,"2,059",25.9
Goergia,Jones,"3,285",11.6
Goergia,Lamar,"2,504",13.8
Goergia,Lanier,"2,046",19.6
Goergia,Laurens,"9,611",20.7
Goergia,Lee,"2,947",10.1
Goergia,Liberty,"8,886",14.7
Goergia,Lincoln,"1,310",16.5
Goergia,Long,"3,303",16.7
Goergia,Lowndes,"22,695",20.3
Goergia,Lumpkin,"3,896",12.5
Goergia,McDuffie,"3,490",16.7
Goergia,McIntosh,"2,847",19.9
Goergia,Macon,"3,362",31.1
Goergia,Madison,"4,366",14.5
Goergia,Marion,"1,736",20.6
Goergia,Meriwether,"4,617",22.1
Goergia,Miller,"1,091",19.8
Goergia,Mitchell,"7,426",38.2
Goergia,Monroe,"3,447",12.8
Goergia,Montgomery,"1,577",19.3
Goergia,Morgan,"2,251",11.6
Goergia,Murray,"6,319",15.9
Goergia,Muscogee,"40,029",21.1
Goergia,Newton,"15,997",14.4
Goergia,Oconee,"2,468",6.0
Goergia,Oglethorpe,"2,022",13.4
Goergia,Paulding,"12,612",7.3
Goergia,Peach,"5,114",19.2
Goergia,Pickens,"3,423",10.5
Goergia,Pierce,"3,196",16.5
Goergia,Pike,"1,902",10.1
Goergia,Polk,"6,912",16.3
Goergia,Pulaski,"2,027",20.4
Goergia,Putnam,"3,648",16.3
Goergia,Quitman,523,23.1
Goergia,Rabun,"2,341",13.8
Goergia,Randolph,"1,749",27.4
Goergia,Richmond,"48,382",25.5
Goergia,Rockdale,"11,464",12.7
Goergia,Schley,779,15.0
Goergia,Screven,"2,793",20.7
Goergia,Seminole,"1,832",22.9
Goergia,Spalding,"11,835",17.9
Goergia,Stephens,"4,297",16.9
Goergia,Stewart,"1,561",31.3
Goergia,Sumter,"6,726",24.3
Goergia,Talbot,"1,274",20.8
Goergia,Taliaferro,362,23.2
Goergia,Tattnall,"4,330",20.7
Goergia,Taylor,"1,831",23.2
Goergia,Telfair,"3,774",29.9
Goergia,Terrell,"2,287",27.8
Goergia,Thomas,"7,072",16.2
Goergia,Tift,"7,999",20.5
Goergia,Toombs,"5,919",22.2
Goergia,Towns,"1,455",13.2
Goergia,Treutlen,"1,501",23.4
Goergia,Troup,"11,136",16.4
Goergia,Turner,"1,667",22.2
Goergia,Twiggs,"1,593",20.0
Goergia,Union,"3,219",12.9
Goergia,Upson,"3,969",15.2
Goergia,Walker,"9,650",14.1
Goergia,Walton,"10,898",11.4
Goergia,Ware,"8,660",26.0
Goergia,Warren,"1,204",23.4
Goergia,Washington,"3,887",21.3
Goergia,Wayne,"5,497",19.7
Goergia,Webster,482,18.6
Goergia,Wheeler,"1,864",35.6
Goergia,White,"3,778",12.5
Goergia,Whitfield,"13,347",13.0
Goergia,Wilcox,"1,851",27.9
Goergia,Wilkes,"1,919",20.2
Goergia,Wilkinson,"1,732",20.1
Goergia,Worth,"3,590",18.2
Hawaii,Hawaii,"24,301",12.2
Hawaii,Honolulu,"74,186",8.0
Hawaii,Kalawao,.,.
Hawaii,Kauai,"7,005",9.9
Hawaii,Maui,"15,690",9.5
Idaho,Ada,"37,356",7.7
Idaho,Adams,606,13.7
Idaho,Bannock,"10,592",12.2
Idaho,Bear Lake,579,9.5
Idaho,Benewah,"1,167",12.5
Idaho,Bingham,"5,207",11.1
Idaho,Blaine,"1,603",6.9
Idaho,Boise,919,11.5
Idaho,Bonner,"5,859",12.6
Idaho,Bonneville,"11,709",9.7
Idaho,Boundary,"1,758",14.0
Idaho,Butte,373,14.2
Idaho,Camas,94,8.3
Idaho,Canyon,"24,648",10.6
Idaho,Caribou,556,7.9
Idaho,Cassia,"2,425",10.1
Idaho,Clark,99,11.6
Idaho,Clearwater,"1,129",14.0
Idaho,Custer,538,12.7
Idaho,Elmore,"3,132",11.7
Idaho,Franklin,"1,078",7.7
Idaho,Fremont,"1,600",12.6
Idaho,Gem,"2,036",11.0
Idaho,Gooding,"1,747",11.2
Idaho,Idaho,"2,138",13.1
Idaho,Jefferson,"2,586",8.5
Idaho,Jerome,"2,990",12.3
Idaho,Kootenai,"14,595",8.6
Idaho,Latah,"5,840",15.3
Idaho,Lemhi,"1,222",15.3
Idaho,Lewis,492,12.9
Idaho,Lincoln,602,11.4
Idaho,Madison,"5,659",14.3
Idaho,Minidoka,"2,940",14.0
Idaho,Nez Perce,"4,597",11.6
Idaho,Oneida,431,9.7
Idaho,Owyhee,"1,630",13.6
Idaho,Payette,"2,824",11.5
Idaho,Power,942,12.4
Idaho,Shoshone,"1,832",14.4
Idaho,Teton,921,7.4
Idaho,Twin Falls,"9,684",11.1
Idaho,Valley,"1,013",8.7
Idaho,Washington,"1,448",14.2
Illinois,Adams,"6,735",10.7
Illinois,Alexander,"1,312",24.2
Illinois,Bond,"1,586",10.8
Illinois,Boone,"3,559",6.8
Illinois,Brown,757,16.7
Illinois,Bureau,"3,191",10.0
Illinois,Calhoun,418,9.2
Illinois,Carroll,"1,463",10.5
Illinois,Cass,"1,425",12.2
Illinois,Champaign,"29,150",15.1
Illinois,Christian,"3,003",9.9
Illinois,Clark,"1,563",10.4
Illinois,Clay,"1,712",13.3
Illinois,Clinton,"2,501",7.1
Illinois,Coles,"8,284",17.5
Illinois,Cook,"646,192",12.9
Illinois,Crawford,"1,876",11.0
Illinois,Cumberland,931,8.9
Illinois,DeKalb,"10,691",10.8
Illinois,De Witt,"1,489",9.9
Illinois,Douglas,"1,576",8.2
Illinois,DuPage,"53,259",5.9
Illinois,Edgar,"1,933",11.7
Illinois,Edwards,676,10.7
Illinois,Effingham,"3,128",9.3
Illinois,Fayette,"2,884",14.7
Illinois,Ford,"1,180",9.5
Illinois,Franklin,"5,795",15.5
Illinois,Fulton,"4,091",13.2
Illinois,Gallatin,743,15.6
Illinois,Greene,"1,641",13.3
Illinois,Grundy,"3,009",5.9
Illinois,Hamilton,"1,040",13.0
Illinois,Hancock,"1,918",11.2
Illinois,Hardin,684,18.0
Illinois,Henderson,687,10.6
Illinois,Henry,"4,583",9.6
Illinois,Iroquois,"2,923",11.2
Illinois,Jackson,"9,154",17.2
Illinois,Jasper,898,9.6
Illinois,Jefferson,"4,369",12.5
Illinois,Jersey,"1,775",8.5
Illinois,Jo Daviess,"1,906",9.1
Illinois,Johnson,"1,645",14.9
Illinois,Kane,"38,218",7.3
Illinois,Kankakee,"14,004",13.6
Illinois,Kendall,"5,078",3.9
Illinois,Knox,"6,027",13.4
Illinois,Lake,"46,919",7.0
Illinois,La Salle,"11,840",11.4
Illinois,Lawrence,"2,147",16.5
Illinois,Lee,"3,247",10.6
Illinois,Livingston,"3,274",9.9
Illinois,Logan,"2,812",11.6
Illinois,McDonough,"4,363",16.8
Illinois,McHenry,"18,998",6.3
Illinois,McLean,"17,168",10.7
Illinois,Macon,"12,674",12.8
Illinois,Macoupin,"4,707",10.8
Illinois,Madison,"28,469",11.0
Illinois,Marion,"5,125",14.2
Illinois,Marshall,"1,025",9.3
Illinois,Mason,"1,728",13.4
Illinois,Massac,"1,978",14.8
Illinois,Menard,937,7.9
Illinois,Mercer,"1,317",8.8
Illinois,Monroe,"1,400",4.1
Illinois,Montgomery,"3,436",13.5
Illinois,Morgan,"3,755",12.4
Illinois,Moultrie,"1,265",9.1
Illinois,Ogle,"4,132",8.3
Illinois,Peoria,"24,583",14.2
Illinois,Perry,"2,732",15.1
Illinois,Piatt,"1,034",6.4
Illinois,Pike,"1,983",13.5
Illinois,Pope,630,15.6
Illinois,Pulaski,"1,056",20.4
Illinois,Putnam,413,7.3
Illinois,Randolph,"3,251",12.0
Illinois,Richland,"1,794",11.9
Illinois,Rock Island,"18,365",13.5
Illinois,St. Clair,"35,007",13.8
Illinois,Saline,"3,414",15.3
Illinois,Sangamon,"24,310",12.8
Illinois,Schuyler,778,11.7
Illinois,Scott,525,10.8
Illinois,Shelby,"1,879",8.9
Illinois,Stark,558,10.8
Illinois,Stephenson,"4,794",11.2
Illinois,Tazewell,"9,695",7.6
Illinois,Union,"2,282",14.0
Illinois,Vermilion,"13,397",18.6
Illinois,Wabash,"1,295",11.7
Illinois,Warren,"1,670",10.7
Illinois,Washington,"1,030",7.6
Illinois,Wayne,"2,052",12.9
Illinois,White,"1,993",15.4
Illinois,Whiteside,"4,872",9.1
Illinois,Will,"48,881",7.2
Illinois,Williamson,"8,914",13.9
Illinois,Winnebago,"40,305",14.6
Illinois,Woodford,"2,281",6.2
Indiana,Adams,"4,154",11.8
Indiana,Allen,"42,833",11.4
Indiana,Bartholomew,"7,566",9.1
Indiana,Benton,924,10.7
Indiana,Blackford,"1,555",13.4
Indiana,Boone,"3,547",5.2
Indiana,Brown,"1,473",9.9
Indiana,Carroll,"1,567",7.8
Indiana,Cass,"3,912",10.7
Indiana,Clark,"10,131",8.6
Indiana,Clay,"2,535",9.8
Indiana,Clinton,"3,124",10.0
Indiana,Crawford,"1,646",15.6
Indiana,Daviess,"3,582",10.9
Indiana,Dearborn,"3,813",7.8
Indiana,Decatur,"2,620",10.0
Indiana,De Kalb,"3,779",8.8
Indiana,Delaware,"20,399",19.4
Indiana,Dubois,"2,799",6.7
Indiana,Elkhart,"19,761",9.8
Indiana,Fayette,"3,031",13.5
Indiana,Floyd,"8,922",11.5
Indiana,Fountain,"1,781",10.9
Indiana,Franklin,"1,732",7.7
Indiana,Fulton,"2,364",12.0
Indiana,Gibson,"3,050",9.3
Indiana,Grant,"10,081",16.7
Indiana,Greene,"3,569",11.2
Indiana,Hamilton,"14,489",4.2
Indiana,Hancock,"4,018",5.1
Indiana,Harrison,"3,544",8.8
Indiana,Hendricks,"8,692",5.2
Indiana,Henry,"4,811",10.8
Indiana,Howard,"9,390",11.5
Indiana,Huntington,"3,187",9.1
Indiana,Jackson,"4,489",10.3
Indiana,Jasper,"2,697",8.3
Indiana,Jay,"2,795",13.9
Indiana,Jefferson,"3,798",12.7
Indiana,Jennings,"2,941",10.8
Indiana,Johnson,"10,537",6.7
Indiana,Knox,"5,506",15.9
Indiana,Kosciusko,"6,343",8.2
Indiana,Lagrange,"3,498",8.8
